# Kroupa IMF
# ntot (mmin,mmax,mcut)/Msol (pmin,pmax)/days
100000 0.01 100.0 8.0 0.1 1000.0
# t/Myrs lx_tot/ergs nphot npop ndead
    5.10000000e+01                inf     0.00000000e+00       232       752
    5.15000000e+01                inf     0.00000000e+00       232       752
    5.20000000e+01                inf     0.00000000e+00       232       752
    5.25000000e+01                inf     0.00000000e+00       232       752
    5.30000000e+01                inf     0.00000000e+00       232       752
    5.35000000e+01                inf     0.00000000e+00       231       753
    5.40000000e+01                inf     0.00000000e+00       231       753
    5.45000000e+01                inf     0.00000000e+00       228       756
    5.50000000e+01                inf     0.00000000e+00       228       756
    5.55000000e+01                inf     0.00000000e+00       226       758
    5.60000000e+01                inf     0.00000000e+00       225       759
    5.65000000e+01                inf     0.00000000e+00       224       760
    5.70000000e+01                inf     0.00000000e+00       224       760
    5.75000000e+01                inf     0.00000000e+00       224       760
    5.80000000e+01                inf     0.00000000e+00       222       762
    5.85000000e+01                inf     0.00000000e+00       219       765
    5.90000000e+01                inf     0.00000000e+00       219       765
    5.95000000e+01                inf     0.00000000e+00       219       765
    6.00000000e+01                inf     0.00000000e+00       219       765
    6.05000000e+01                inf     0.00000000e+00       217       767
    6.10000000e+01                inf     0.00000000e+00       215       769
    6.15000000e+01                inf     0.00000000e+00       215       769
    6.20000000e+01                inf     0.00000000e+00       214       770
    6.25000000e+01                inf     0.00000000e+00       214       770
    6.30000000e+01                inf     0.00000000e+00       213       771
    6.35000000e+01                inf     0.00000000e+00       212       772
    6.40000000e+01                inf     0.00000000e+00       212       772
    6.45000000e+01                inf     0.00000000e+00       211       773
    6.50000000e+01                inf     0.00000000e+00       211       773
    6.55000000e+01                inf     0.00000000e+00       211       773
    6.60000000e+01                inf     0.00000000e+00       210       774
    6.65000000e+01                inf     0.00000000e+00       210       774
    6.70000000e+01                inf     0.00000000e+00       210       774
    6.75000000e+01                inf     0.00000000e+00       210       774
    6.80000000e+01                inf     0.00000000e+00       208       776
    6.85000000e+01                inf     0.00000000e+00       206       778
    6.90000000e+01                inf     0.00000000e+00       205       779
    6.95000000e+01                inf     0.00000000e+00       205       779
    7.00000000e+01                inf     0.00000000e+00       204       780
    7.05000000e+01                inf     0.00000000e+00       203       781
    7.10000000e+01                inf     0.00000000e+00       201       783
    7.15000000e+01                inf     0.00000000e+00       201       783
    7.20000000e+01                inf     0.00000000e+00       199       785
    7.25000000e+01                inf     0.00000000e+00       198       786
    7.30000000e+01                inf     0.00000000e+00       197       787
    7.35000000e+01                inf     0.00000000e+00       196       788
    7.40000000e+01                inf     0.00000000e+00       195       789
    7.45000000e+01                inf     0.00000000e+00       195       789
    7.50000000e+01                inf     0.00000000e+00       195       789
    7.55000000e+01                inf     0.00000000e+00       195       789
    7.60000000e+01                inf     0.00000000e+00       195       789
    7.65000000e+01                inf     0.00000000e+00       195       789
    7.70000000e+01                inf     0.00000000e+00       195       789
    7.75000000e+01                inf     0.00000000e+00       194       790
    7.80000000e+01                inf     0.00000000e+00       194       790
    7.85000000e+01                inf     0.00000000e+00       193       791
    7.90000000e+01                inf     0.00000000e+00       192       792
    7.95000000e+01                inf     0.00000000e+00       191       793
    8.00000000e+01                inf     0.00000000e+00       191       793
    8.05000000e+01                inf     0.00000000e+00       189       795
    8.10000000e+01                inf     0.00000000e+00       189       795
    8.15000000e+01                inf     0.00000000e+00       189       795
    8.20000000e+01                inf     0.00000000e+00       189       795
    8.25000000e+01                inf     0.00000000e+00       189       795
    8.30000000e+01                inf     0.00000000e+00       187       797
    8.35000000e+01                inf     0.00000000e+00       186       798
    8.40000000e+01                inf     0.00000000e+00       186       798
    8.45000000e+01                inf     0.00000000e+00       186       798
    8.50000000e+01                inf     0.00000000e+00       186       798
    8.55000000e+01                inf     0.00000000e+00       185       799
    8.60000000e+01                inf     0.00000000e+00       185       799
    8.65000000e+01                inf     0.00000000e+00       184       800
    8.70000000e+01                inf     0.00000000e+00       184       800
    8.75000000e+01                inf     0.00000000e+00       183       801
    8.80000000e+01                inf     0.00000000e+00       183       801
    8.85000000e+01                inf     0.00000000e+00       182       802
    8.90000000e+01                inf     0.00000000e+00       182       802
    8.95000000e+01                inf     0.00000000e+00       182       802
    9.00000000e+01                inf     0.00000000e+00       182       802
